	SRR7359508.tabular	SRR7359507.tabular	SRR7359506.tabular	SRR7359505.tabular	SRR7359512.tabular	SRR7359511.tabular	SRR7359510.tabular	SRR7359509.tabular
Gpr52	0	0	0	0	0	0	0	0
Gpr55	4.43085356030439	2.19742022684771	6.70446855906151	21.8957941056452	45.0022119834623	5.67288908491768	5.09438915283189	0
Gpr6	0	0	0	0	0	0.945481514152946	0	0
Gpr61	11.077133900761	12.0858112476624	2.87334366816922	0.95199104807153	13.2961080860229	17.018667254753	22.9247511877435	18.203169507181
Gpr62	3.32314017022829	0	1.91556244544615	0	0	0	0	1.01128719484339
Gpr63	0	0	0	0	0	0	0	0
Gpr65	191.634416483165	337.304004821123	102.482590831369	218.957941056452	230.124947642705	247.716156708072	213.964344418939	247.76536273663
Gpr68	24.3696945816742	7.69097079396697	4.78890611361536	7.61592838457224	13.2961080860229	13.2367411981412	7.64158372924783	2.02257438968677
Gpr75	0	0	0	0	0	0	0	0
Gpr82	0	0	0	0	0	0	0	0
Gpr83	5.53856695038049	0	0	3.80796419228612	3.06833263523606	1.89096302830589	0	0
Gpr84	5.53856695038049	4.39484045369541	0.957781222723073	0	1.02277754507869	0	0	0
Gpr85	0	0	0	0	0	1.89096302830589	0	1.01128719484339
Gpr87	0	0	0	0	0	0	0	0
Gpr88	4.43085356030439	0	0	0	0	0	0	0
Gpr89	690.105442017409	640.547996126106	730.787072937704	758.73686531301	697.534285743665	728.966247411922	632.553319809959	792.849160757216
Gprasp1	1625.01554324164	1549.18125992763	1673.24379609721	2200.05131209331	1630.30740685543	1981.72925366458	1928.22629434687	1942.68270129415
Gprasp2	0	0	0	0	0	0	0	0
Gprc5a	6.64628034045659	9.88839102081467	16.2822807862922	3.80796419228612	8.1822203606295	3.78192605661178	0	9.10158475359049
Gprc5b	87.5093578160118	82.403258506789	95.7781222723073	65.6873823169356	135.006635950387	85.0933362737652	140.095701702877	71.8013908338805
Gprc5c	12.1848472908371	0	25.860093013523	5.71194628842918	5.11388772539344	0	0	0
Gprc5d	1.1077133900761	1.09871011342385	0	0.95199104807153	2.04555509015738	0	0.849064858805314	2.02257438968677
Gprc6a	0	3.29613034027156	1.91556244544615	0	3.06833263523606	1.89096302830589	0	3.03386158453016
Gprin1	14.4002740709893	1.09871011342385	5.74668733633844	2.85597314421459	6.13666527047213	2.83644454245884	0	2.02257438968677
Gprin2	8.86170712060878	15.3819415879339	20.1134056771845	2.85597314421459	3.06833263523606	4.72740757076473	10.1887783056638	3.03386158453016
Gprin3	446.408496200668	496.616971267582	235.614180789876	494.083353949124	829.472589058816	795.149953402628	853.310183099341	503.621023032007
Gps1	306.836609051079	301.046571078136	283.503241926029	330.340893680821	243.421055728728	301.60860301479	269.153560241285	336.758635882848
Gps2	486.286178243407	544.960216258231	439.62158122989	352.236687786466	507.297662359029	576.743723633297	399.060483638498	449.011514510464
Gpsm1	296.867188540394	353.784656522481	367.78798952566	413.164114863044	357.972140777541	345.100752665825	447.457180590401	306.420020037546
Gpsm2	454.1624899312	350.488526182209	372.576895639275	437.915882112904	257.739941359829	347.937197208284	497.552007259914	368.108538922993
Gpsm3	46.5239623831961	40.6522741966826	41.1845925770921	29.5117224902174	40.9111018031475	26.4734823962825	48.3966969519029	30.3386158453016
Gpt	39.8776820427395	20.8754921550532	46.9312799134306	46.647561355505	30.6833263523606	36.8737790519649	39.0569835050445	26.2934670659281
Gpt2	65.3550900144898	78.0084180530935	82.3691851541843	106.622997384011	71.5944281555082	86.0388177879181	68.7742535632305	69.7788164441937
Gpx1	5166.37525131492	4443.18369868606	5215.11875772713	3256.76137545271	4321.23512795746	2982.99417715255	2563.32680873324	3876.2638178347
Gpx2	0	0	0	0	0	0	0	0
Gpx2-ps1	0	0	0	0	0	0	0	0
Gpx3	6.64628034045659	38.4548539698349	17.2400620090153	3.80796419228612	26.5922161720459	18.9096302830589	57.7364103987614	13.146733532964
Gpx4	95.2633515465444	137.338764177982	98.6514659404765	82.8232211822231	90.0044239669245	107.784892613436	116.321885656328	93.0384219255916
Gpx4-ps1	0	0	0	0	0	0	0	0
Gpx4-ps2	16.6157008511415	15.3819415879339	14.3667183408461	11.4238925768584	10.2277754507869	12.2912596839883	4.24532429402657	10.1128719484339
Gpx5	3.32314017022829	0	0	0.95199104807153	0	0.945481514152946	0	0
Gpx6	2.2154267801522	0	0	0	1.02277754507869	1.89096302830589	0	0
Gpx7	33.2314017022829	24.1716224953248	12.4511558953999	30.463713538289	17.3872182663377	26.4734823962825	31.4153997757966	18.203169507181
Gpx8	0	0	0	0	0	0	0	0
Gramd1a	1487.6590828722	1954.60529178103	1498.92761356161	1669.79229831746	1788.83792634263	1791.68746931983	2148.98315763625	1452.2084117951
Gramd1b	3164.73715544741	4031.16740615212	3435.56124590766	4346.79112549461	3455.96532482089	3475.59004602623	3906.54741536325	3542.53904353639
Gramd1c	361.114565164808	344.99497561509	499.961798261444	447.435792593619	357.972140777541	418.848310769755	540.854315058985	468.225971212488
Gramd2	25.4774079717503	4.39484045369541	9.57781222723073	0.95199104807153	17.3872182663377	8.50933362737652	20.3775566113275	9.10158475359049
Gramd3	985.864917167727	1015.20814480364	1177.11312272666	1104.30961576297	1376.65857567591	1223.45307931391	1603.03445342443	1067.91927775462
Gramd4	1194.11503450203	1515.12124641149	1408.89617862564	1557.45735464502	1545.4168706139	1743.46791209803	1751.62080371536	1419.84722156012
Grap	4.43085356030439	18.6780719282055	9.57781222723073	48.551543451648	5.11388772539344	0	4.24532429402657	0
Grap2	104.125058667153	202.162660869989	60.3402170315536	173.262370749019	55.2299874342492	98.3300774719064	260.662911653232	72.8126780287239
Grasp	54.2779561137288	79.1071281665174	92.904778604138	52.3595076439342	51.1388772539344	64.2927429624003	75.566772433673	72.8126780287239
Grb10	695.64400896779	722.951254632895	1276.72236988986	713.993286053648	742.536497727128	568.234390005921	590.100076869693	1084.09987287211
Grb14	22.154267801522	39.5535640832587	21.0711868999076	29.5117224902174	30.6833263523606	13.2367411981412	6.79251887044251	25.2821798710847
Grb2	3641.05391318013	4160.81519953613	4343.53784504913	4718.0676342425	4459.31009654308	3579.59301258305	3913.33993423369	4385.95256403577
Grb7	0	2.19742022684771	0	0	5.11388772539344	0	10.1887783056638	2.02257438968677
Grcc10	0	0	0	0	1.02277754507869	0	0	0
Greb1	55.3856695038049	46.1458247638018	52.677967249769	37.1276508747897	110.459974868498	75.6385211322357	29.717270058186	35.3950518195186
Greb1l	208.250117334306	142.832314745101	100.567028385923	153.270558739516	141.143301220859	177.750524660754	192.737722948806	127.422186550267
Grem1	0	1.09871011342385	0	0	4.09111018031475	0	0	1.01128719484339
Grem2	22.154267801522	8.78968090739082	0	19.9918120095021	19.4327733564951	15.1277042264471	22.0756863289382	5.05643597421694
Grhl1	64.2473766244137	50.5406652174972	54.5935296952151	73.3033107015078	106.368864688184	66.1837059907062	15.2831674584957	52.5869341318561
Grhl2	14.4002740709893	5.49355056711926	11.4933746726769	21.8957941056452	32.728881442518	22.6915563396707	5.09438915283189	9.10158475359049
Grhl3	7.75399373053269	12.0858112476624	7.66224978178458	33.3196866825036	23.5238835368098	9.45481514152946	49.2457618107082	16.1805951174942
Grhpr	103.017345277077	94.4890697544514	106.313715722261	139.942684066515	106.368864688184	96.4391144436005	146.888220573319	97.0835707049652
Gria1	39.8776820427395	31.8625932892917	37.3534676861998	36.1756598267182	70.5716506104295	65.2382244765533	12.7359728820797	21.2370310917111
Gria2	76.4322239152508	46.1458247638018	8.62003100450765	130.4227735858	15.3416631761803	17.964148768906	11.0378431644691	11.1241591432773
Gria3	4299.03566688534	6438.44126466378	10933.0726573839	5671.96266441018	11081.7947009276	10676.3772578151	9462.82785138523	9634.53310527295
Gria4	47.6316757732722	21.9742022684771	27.7756554589691	36.1756598267182	52.1616547990131	34.0373345095061	28.0191403405754	25.2821798710847
Grid1	104.125058667153	81.3045483933651	50.7624048043228	101.863042143654	109.43719732342	99.2755589860594	132.454117973629	50.5643597421694
Grid2	280.251487689253	192.274269849174	235.614180789876	236.093779921739	323.197704244865	202.33304402873	222.454993006992	262.934670659281
Grid2ip	2.2154267801522	4.39484045369541	0.957781222723073	4.75995524035765	13.2961080860229	5.67288908491768	4.24532429402657	9.10158475359049
Grifin	0	0	0	0	0	0.945481514152946	0	0
Grik1	32.1236883122068	20.8754921550532	18.1978432317384	43.7915882112904	85.9133137866098	43.4921496510355	27.1700754817701	22.2483182865545
Grik2	39.8776820427395	35.1587236295633	34.4801240180306	17.1358388652875	66.4805404301147	44.4376311651885	34.8116592110179	17.1918823123376
Grik3	24.3696945816742	37.356143856411	17.2400620090153	21.8957941056452	28.6377712622033	22.6915563396707	22.9247511877435	23.2596054813979
Grik4	107.448198837382	50.5406652174972	27.7756554589691	54.2634897400772	156.484964397039	172.077635575836	92.5480696097793	75.8465396132541
Grik5	1147.59107211884	1347.01859905764	1126.35071792233	1209.98062209891	1182.33084211096	1093.92211187496	1208.21929407996	996.117886920737
Grin1	0	2.19742022684771	0	3.80796419228612	2.04555509015738	2.83644454245884	0.849064858805314	30.3386158453016
Grin1os	0	0	0	0	0	0	0	0
Grin2a	57.6010962839571	58.2316360114642	28.7334366816922	73.3033107015078	73.6399832456655	48.2195572218003	38.2079186462391	40.4514877937355
Grin2b	63.1396632343376	47.2445348772257	34.4801240180306	73.3033107015078	112.505529958656	70.911113561471	22.9247511877435	36.4063390143619
Grin2c	0	0	0	12.3758836249299	0	3.78192605661178	0.849064858805314	7.07901036390371
Grin2d	45.41624899312	72.5148674859743	41.1845925770921	33.3196866825036	70.5716506104295	82.2568917313063	58.5854752575667	36.4063390143619
Grin3a	46.5239623831961	64.8238966920073	37.3534676861998	59.0234449804349	74.6627607907442	50.1105202501061	58.5854752575667	55.6207957163863
Grin3b	11.077133900761	32.9613034027156	12.4511558953999	26.6557493460028	24.5466610818885	20.8005933113648	33.9625943522126	19.2144567020244
Grina	306.836609051079	353.784656522481	317.025584721337	225.621878392953	429.566568933049	363.064901434731	393.117029626861	315.521604791137
Grip1	68.6782301847181	103.278750661842	43.1001550225383	100.911051095582	136.029413495465	128.585485924801	53.4910861047348	94.049709120435
Grip1os1	0	0	0	0	0	0	0	0
Grip1os2	0	0	0	0	0	0	0	0
Grip1os3	14.4002740709893	4.39484045369541	0	2.85597314421459	6.13666527047213	4.72740757076473	1.69812971761063	4.04514877937355
Grip2	7.75399373053269	16.4806517013578	24.9023117907999	12.3758836249299	17.3872182663377	22.6915563396707	8.49064858805314	5.05643597421694
Gripap1	864.016444259356	863.586149151148	969.27459739575	981.502770561748	978.798110640304	897.261956931146	893.216231463191	947.576101568254
Grk1	2.2154267801522	1.09871011342385	0	0.95199104807153	1.02277754507869	0.945481514152946	0	0
Grk2	1759.04886344084	1604.11676559883	1598.53686072481	1693.59207451925	1727.4712736379	1569.49931349389	1691.33719874019	1488.61475080947
Grk3	2318.44412542927	2511.65131928693	2853.23026249203	3229.15363505863	2738.99826572073	2930.99269387413	3340.22115454011	2630.35799378765
Grk4	153.972161220578	98.8839102081468	86.2003100450765	151.366576643373	113.528307503734	132.367411981412	108.68030192708	125.39961216058
Grk5	599.272944031169	682.298980436213	582.330983415628	1116.68549938791	630.030967768472	925.626402355734	884.725582875138	730.149354676926
Grk6	688.997728627333	679.002850095941	643.628981669905	617.842190198423	632.076522858629	635.36357751078	686.044405914694	753.408960158324
Grm1	122.956186298447	82.403258506789	118.764871617661	124.71082729737	178.98607038877	74.6930396180828	124.812534244381	119.33188899152
Grm2	1.1077133900761	0	0	0	1.02277754507869	1.89096302830589	1.69812971761063	5.05643597421694
Grm3	49.8471025534244	21.9742022684771	28.7334366816922	13.3278746730014	55.2299874342492	39.7102235944237	10.1887783056638	33.3724774298318
Grm4	11.077133900761	10.9871011342385	6.70446855906151	38.0796419228612	25.5694386269672	10.4002966556824	5.09438915283189	6.06772316906032
Grm5	93.0479247663922	53.8367955577688	28.7334366816922	40.9356150670758	101.25497696279	43.4921496510355	53.4910861047348	44.496636573109
Grm6	2.2154267801522	1.09871011342385	0	24.7517672498598	7.15944281555082	3.78192605661178	0.849064858805314	0
Grm7	139.571887149588	88.9955191873321	97.6936847177534	151.366576643373	200.464398835423	121.021633811577	44.1513726578763	111.241591432773
Grm8	109.663625617534	118.660692249776	74.7069353723997	118.998881008941	177.963292843692	130.476448953107	112.925626221107	96.0722835101218
Grn	1199.65360145241	1029.49137627815	1193.39540351295	863.455880600878	920.499790570819	868.897511506558	1072.36891667111	882.853721098277
Grp	0	0	0	0	0	0	0	0
Grpel1	276.928347519025	183.484588941783	268.17874236246	229.429842585239	201.487176380502	188.150821316436	283.587662840975	257.878234685064
Grpel2	896.140132571563	715.260283838928	894.56766202335	842.512077543304	803.903150431849	775.294841605416	926.329760956598	794.871735146902
Grpr	13.2925606809132	17.5793618147816	41.1845925770921	7.61592838457224	12.2733305409443	7.56385211322357	34.8116592110179	4.04514877937355
Grrp1	1.1077133900761	0	0.957781222723073	0	3.06833263523606	0.945481514152946	0	0
Grsf1	1255.03927095622	1444.80379915237	1677.0749209881	1314.69963738678	1009.48143699267	1305.70997104522	1202.27584006833	1388.49731851997
Grtp1	85.2939310358596	79.1071281665174	89.0736537132458	72.3513196534363	54.2072098891705	53.8924463067179	101.038718197832	63.7110932751334
Grwd1	172.803288851871	136.240054064558	167.611713976538	169.454406556732	136.029413495465	126.694522896495	142.642896279293	180.009120682123
Grxcr1	14.4002740709893	25.2703326087486	6.70446855906151	13.3278746730014	26.5922161720459	14.1822227122942	11.0378431644691	15.1693079226508
Grxcr2	3.32314017022829	0	0	0	2.04555509015738	0	0	0
Gsap	673.489741166268	729.543515313438	777.718352851135	991.974672090535	952.205894468259	764.894544949733	1111.42590017616	839.368371720011
Gsc	0	1.09871011342385	0	0	0	0	0	0
Gsc2	0	0	0	0	0	0	0	0
Gsdma	1.1077133900761	0	0	0	7.15944281555082	0	0	7.07901036390371
Gsdma2	0	0	0	0	7.15944281555082	2.83644454245884	0	4.04514877937355
Gsdma3	8.86170712060878	0	0.957781222723073	1.90398209614306	3.06833263523606	0.945481514152946	0	16.1805951174942
Gsdmc	0	0	10.5355934499538	0.95199104807153	1.02277754507869	1.89096302830589	0.849064858805314	2.02257438968677
Gsdmc2	0	2.19742022684771	0	0	5.11388772539344	0	0	0
Gsdmc3	0	1.09871011342385	12.4511558953999	0	2.04555509015738	1.89096302830589	0	0
Gsdmc4	1.1077133900761	6.59226068054312	1.91556244544615	0	3.06833263523606	4.72740757076473	0.849064858805314	0
Gsdmcl-ps	16.6157008511415	2.19742022684771	12.4511558953999	8.56791943264377	24.5466610818885	38.7647420802708	22.0756863289382	23.2596054813979
Gsdmcl1	0	0	0	0	0	0	0	0
Gsdmcl2	0	0	0	0	1.02277754507869	0	4.24532429402657	1.01128719484339
Gsdmd	366.653132115188	550.45376682535	605.317732760982	465.523622506978	512.411550084423	563.506982435156	598.590725457747	495.53072547326
Gsdme	1495.41307660273	1595.32708469143	1352.38708648498	1517.47373062602	1586.32797241705	1584.62701772034	2033.51033683873	1850.6555665634
Gse1	0	0	0	0	0	0	0	0
Gsg1	0	3.29613034027156	23.9445305680768	0	0	0	5.09438915283189	0
Gsg1l	22.154267801522	26.3690427221725	35.4379052407537	24.7517672498598	54.2072098891705	34.0373345095061	18.6794268937169	19.2144567020244
Gsg1l2	1.1077133900761	0	6.70446855906151	0	5.11388772539344	1.89096302830589	0	0
Gsk3a	844.077603237987	952.58166833848	797.831758528319	773.968722082154	1028.91421034916	902.934846016064	966.235809320448	891.955305851868
Gsk3b	6876.68472559242	7922.7986278994	7479.31356824447	9114.36229423683	7648.33048209843	7836.15078929962	9033.20103282974	8224.79875566127
Gskip	406.530814157928	273.578818242539	334.265646730352	361.756598267182	271.036049445852	260.952897906213	385.475445897613	340.803784662222
Gsn	70.8936569648703	88.9955191873321	90.0314349359688	78.0632659418655	64.4349853399574	49.1650387359532	84.0574210217261	54.6095085215429
Gspt1	488.501605023559	457.063407184323	598.61326420192	532.162995871985	513.434327629501	493.541350387838	471.230996636949	485.417853524826
Gspt2	127.387039858751	127.450373157167	96.7359034950303	78.0632659418655	119.664972774206	188.150821316436	131.605053114824	144.614068862604
Gsr	1308.20951367987	1706.29680614724	1522.87214412969	1208.07664000277	1618.03407631448	1434.29545697002	1361.05096866492	1482.54702764041
Gss	36.5545418725112	32.9613034027156	33.5223427953075	56.1674718362203	19.4327733564951	17.018667254753	34.8116592110179	40.4514877937355
Gssos1	0	0	1.91556244544615	1.90398209614306	0	0	0	0
Gssos2	0	0	0	0	0	0	0	0
Gsta1	0	0	0	0	1.02277754507869	0	0.849064858805314	0
Gsta2	4.43085356030439	5.49355056711926	4.78890611361536	1.90398209614306	10.2277754507869	0.945481514152946	0	5.05643597421694
Gsta3	16.6157008511415	3.29613034027156	5.74668733633844	22.8477851537167	10.2277754507869	3.78192605661178	6.79251887044251	9.10158475359049
Gsta4	99.6942051068488	135.141343951134	201.134056771845	84.7272032783662	96.1410892373967	94.5481514152946	127.359728820797	46.5192109627958
Gstcd	1985.02239501637	2197.42022684771	2951.88172843251	2278.11457803517	2197.9489443741	2643.56631357164	2218.60647605829	3141.05802718356
Gstk1	29.9082615320546	71.4161573725504	31.6067803498614	63.7834002207925	60.3438751596426	58.6198538774827	55.1892158223454	55.6207957163863
Gstm1	727.767697279996	726.247384973167	716.420354596858	724.465187582435	713.898726464924	673.182838076898	815.951329311907	641.156081530708
Gstm2	8.86170712060878	8.78968090739082	5.74668733633844	22.8477851537167	5.11388772539344	9.45481514152946	16.9812971761063	6.06772316906032
Gstm2-ps1	4.43085356030439	3.29613034027156	0.957781222723073	5.71194628842918	2.04555509015738	3.78192605661178	4.24532429402657	4.04514877937355
Gstm3	0	0	1.91556244544615	0	3.06833263523606	1.89096302830589	0	0
Gstm4	67.570516794642	45.047114650378	51.7201860270459	19.9918120095021	55.2299874342492	44.4376311651885	28.8682051993807	38.4289134040487
Gstm5	79.7553640854791	54.9355056711926	86.2003100450765	64.7353912688641	53.1844323440918	44.4376311651885	55.1892158223454	83.9368371720011
Gstm6	0	2.19742022684771	9.57781222723073	2.85597314421459	0	1.89096302830589	2.54719457641594	0
Gstm7	73.1090837450225	79.1071281665174	76.6224978178458	46.647561355505	55.2299874342492	41.6011866227296	78.1139670100889	57.6433701060731
Gsto1	0	0	0	0	0	0	0	0
Gsto2	0	0	0	0	0	0	0	0
Gstp-ps	0	0	0	0	0	0	0	0
Gstp1	140.679600539664	85.6993888470605	104.398153276815	69.4953465092217	78.753870971059	68.0746690190121	70.4723832808411	121.354463381206
Gstp2	2.2154267801522	3.29613034027156	0	0.95199104807153	2.04555509015738	0	0.849064858805314	0
Gstp3	15.5079874610654	8.78968090739082	13.408937118123	12.3758836249299	4.09111018031475	3.78192605661178	0	1.01128719484339
Gstt1	33.2314017022829	49.4419551040734	17.2400620090153	59.9754360285064	24.5466610818885	33.0918529953531	35.6607240698232	27.3047542607715
Gstt2	184.988136142708	188.978139508903	120.680434063107	93.29512271101	138.074968585623	154.11348680693	216.511538995355	144.614068862604
Gstt3	2.2154267801522	9.88839102081467	2.87334366816922	1.90398209614306	2.04555509015738	1.89096302830589	3.39625943522126	13.146733532964
Gstt4	0	0	0	0.95199104807153	0	1.89096302830589	0	0
Gstz1	546.102701307516	619.672503971053	589.03545197469	599.754360285064	544.117653981862	601.326243001274	650.383681844871	522.835479734031
Gsx1	0	0	0	0	0	0	0	1.01128719484339
Gsx2	0	0	0	0	0	0	0	0
Gt(ROSA)26Sor	456.377916711352	314.231092439222	304.574428825937	393.172302853542	387.632689584823	393.320309887626	308.210543746329	407.548739521885
Gtdc1	1958.43727365454	3400.50780104682	3834.95601578318	3815.58012067069	2072.14730632942	3545.55567807355	4271.64530464954	3791.31569346786
Gtf2a1	2338.38296645064	2497.36808781242	2673.1673926201	2385.68956646725	2609.10551749573	2289.01074576428	2812.1028123632	2703.17067181637
Gtf2a1l	6.64628034045659	10.9871011342385	5.74668733633844	31.4157045863605	16.364440721259	3.78192605661178	1.69812971761063	5.05643597421694
Gtf2a2	1149.80649889899	1054.7617088869	951.076754164011	1029.10232296532	1185.3991747462	1175.23352209211	1113.97309475257	1084.09987287211
Gtf2b	906.109553082248	681.200270322789	930.963348486827	864.407871648949	797.766485161377	949.263440209558	1064.72733294186	855.548966837506
Gtf2e1	768.753092712812	546.058926371655	750.900478614889	724.465187582435	728.217612096026	560.670537892697	673.308433032614	683.63014371413
Gtf2e2	1342.54862877223	1241.54242816895	1230.74887119915	1516.52173957795	1131.19196485703	1393.63975186144	1271.89915849036	1152.86740212146
Gtf2f1	780.937940003649	944.890697544513	978.85240962298	955.799012263816	700.602618378901	1021.12003528518	757.36585405434	970.835707049652
Gtf2f2	2585.40305243761	2791.82239821001	2811.08788869222	3804.15622809384	3040.71764151894	3469.91715694131	2958.99103293652	3255.33348020086
Gtf2h1	1171.96076670051	1152.54690898162	1143.59077993135	1070.0379380324	1169.03473402494	1344.47471312549	1272.74822334917	1401.64405205293
Gtf2h2	1291.59381282873	1062.45267968087	1299.70911923521	1547.93744416431	1416.54689993398	1368.11175097931	1176.80389430417	1453.21969898995
Gtf2h3	367.760845505265	388.943380152044	332.350084284906	296.069215950246	369.222693773406	322.409196326155	382.928251321197	359.006954169402
Gtf2h4	160.618441561034	87.8968090739082	122.595996508553	91.3911406148669	117.619417684049	127.640004410648	67.0761238456198	73.8239652235673
Gtf2h5	305.728895661003	337.304004821123	353.421271184814	283.693332325316	254.671608724593	326.191122382766	285.285792558586	328.668338324101
Gtf2i	5870.88096740332	6190.13277902999	6499.50337739877	6332.64445177182	6129.50582765658	5964.09739127678	6478.36487268455	6479.31705736158
Gtf2ird1	1142.05250516846	1530.50318799943	1422.30511574376	1251.86822821406	1161.87529120939	1313.27382315844	1411.99486019324	1193.3188899152
Gtf2ird2	568.256969109038	550.45376682535	497.088454593275	741.601026447722	661.737071665911	527.578684897344	534.061796188543	687.675292493503
Gtf3a	441.977642640363	344.99497561509	360.125739743875	297.021206998317	494.001554273006	439.64890408112	365.097889286285	369.119826117836
Gtf3c1	2475.73942682008	2520.44100019432	2651.13842449747	2393.30549485183	2235.79171354201	2493.23475282132	2631.25199743767	2321.91539936042
Gtf3c2	4.43085356030439	4.39484045369541	0	1.90398209614306	1.02277754507869	0	3.39625943522126	2.02257438968677
Gtf3c3	1197.43817467226	1320.64955633547	1214.46659041286	1175.70894436834	1111.75919150053	1171.4515960355	1233.69123984412	1292.42503500985
Gtf3c4	1313.74808063025	1223.96306635417	1279.59571355802	1159.52509655112	1180.28528702081	1124.17752032785	1043.50071147173	1192.30760272035
Gtf3c5	99.6942051068488	99.9826203215706	108.229278167707	119.950872057013	71.5944281555082	81.3114102171534	59.434540116372	59.6659444957599
Gtf3c6	1204.08445501272	1186.60692249776	1267.14455766263	1206.17265790663	1067.77975706215	1195.08863388932	1205.67209950355	976.903430218712
Gtpbp1	1193.00732111196	1445.90250926579	1278.6379323353	1380.38701970372	1214.0369460084	1232.90789445544	1374.6360064058	1218.60106978628
Gtpbp10	610.35007793193	655.92993771404	795.916196082873	565.482682554489	691.397620473193	832.969213968746	1006.9909225431	703.855887610998
Gtpbp2	525.05614689607	561.440867959589	397.479207430075	582.618521419776	563.550427338357	445.321793166038	661.42152500934	516.767756564971
Gtpbp3	153.972161220578	174.694908034393	163.780589085645	92.3431316629384	169.781072483062	147.49511620786	87.4536804569474	153.715653616195
Gtpbp4	2405.95348324529	2683.05009698105	2980.6151651142	2320.95417519839	2350.34279859083	2596.29223786399	2513.23198206373	3073.30178512905
Gtpbp4-ps1	0	0	0	0	0	0	0	0
Gtpbp4-ps2	0	0	0	0	0	0	0	1.01128719484339
Gtpbp4-ps3	2.2154267801522	3.29613034027156	1.91556244544615	7.61592838457224	2.04555509015738	0.945481514152946	0.849064858805314	1.01128719484339
Gtpbp4-ps4	0	0	0	0	0	0	0	0
Gtpbp4-ps5	0	0	0	1.90398209614306	0	0	0	0
Gtpbp4-ps6	0	0	0	0	0	0	0	0
Gtpbp4-ps7	0	0	0	0	0	0	0	0
Gtpbp6	19.9388410213698	4.39484045369541	4.78890611361536	26.6557493460028	27.6149937171246	22.6915563396707	36.5097889286285	17.1918823123376
Gtpbp8	735.521691010529	813.045483933651	808.367351978273	602.610333429279	725.14927946079	780.022249176181	848.215793946509	679.584994934756
Gtse1	410.961667718232	354.883366635904	233.69861834443	428.395971632189	266.944939265538	327.136603896919	291.229246570223	387.322995625017
Gtsf1	3.32314017022829	0	3.83112489089229	5.71194628842918	8.1822203606295	1.89096302830589	1.69812971761063	1.01128719484339
Gtsf1l	2.2154267801522	0	0	1.90398209614306	2.04555509015738	3.78192605661178	0	1.01128719484339
Gtsf2	4.43085356030439	0	0	3.80796419228612	2.04555509015738	1.89096302830589	0.849064858805314	2.02257438968677
Guca1a	0	0	0	0	0	0	0	0
Guca1b	14.4002740709893	8.78968090739082	15.3244995635692	36.1756598267182	14.3188856311016	21.7460748255178	9.33971344685846	23.2596054813979
Guca2a	0	4.39484045369541	0	0.95199104807153	0	0	0	0
Guca2b	0	0	0	0	0	0	0	0
Gucd1	294.651761760242	394.436930719163	286.376585594199	269.413466604243	274.104382081088	381.029050203637	335.380619228099	239.675065177883
Gucy1a1	404.315387377776	323.020773346613	279.672117035137	327.484920536606	334.448257240731	354.555567807355	478.872580366197	242.708926762413
Gucy1a2	131.817893419056	82.403258506789	71.8335917042304	115.190916816655	102.277754507869	100.221040500212	71.3214481396464	91.0158475359049
Gucy1b1	86.4016444259357	32.9613034027156	48.8468423588767	67.5913644130787	31.7061038974393	55.7834093350238	6.79251887044251	52.5869341318561
Gucy1b2	482.963038073179	425.200813895031	410.888144548198	450.291765737834	271.036049445852	358.337493863967	278.493273688143	423.729334639379
Gucy2c	32.1236883122068	34.0600135161394	45.0157174679844	23.7997762017883	28.6377712622033	41.6011866227296	28.0191403405754	22.2483182865545
Gucy2d	5.53856695038049	0	0.957781222723073	6.66393733650071	3.06833263523606	2.83644454245884	0	1.01128719484339
Gucy2e	0	0	0	0.95199104807153	5.11388772539344	0.945481514152946	0	0
Gucy2f	26.5851213618264	16.4806517013578	9.57781222723073	23.7997762017883	17.3872182663377	11.3457781698354	5.9434540116372	9.10158475359049
Gucy2g	3.32314017022829	2.19742022684771	3.83112489089229	0	4.09111018031475	3.78192605661178	0	11.1241591432773
Guf1	1075.58970176389	1145.95464830108	1199.14209084929	1011.01449305197	1040.16476334503	1048.53899919562	1063.87826808306	1082.07729848242
Guk1	203.819263774002	149.424575425644	160.907245417476	198.96612904695	140.12052367578	169.241191033377	104.434977633054	182.03169507181
Gulo	18.8311276312937	18.6780719282055	10.5355934499538	5.71194628842918	7.15944281555082	5.67288908491768	15.2831674584957	5.05643597421694
Gulp1	620.319498442615	753.715137808763	943.414504382227	816.808319245373	1148.57918312337	1213.05278265823	1518.1279675439	1435.01652948277
Gusb	1259.47012451652	1158.04045954874	1205.84655940835	991.974672090535	1176.19417684049	1082.57633370512	862.649896546199	1112.41591432773
Gvin1	177.234142412176	207.656211437108	208.79630655363	200.870111143093	308.878818613764	321.463714812002	252.172263065178	452.045376094994
Gxylt1	1506.49021050349	1817.26652760305	1861.92669697365	1664.08035202903	1672.24128620365	1500.47916296073	1813.60253840815	1493.67118678368
Gxylt2	96.3710649366205	74.712287712822	83.3269663769073	43.7915882112904	69.5488730653508	54.8379278208709	41.6041780814604	38.4289134040487
Gyg	1671.53950562483	1634.88064877469	1604.28354806115	1437.50648258801	1537.23465025327	1426.7316048568	1289.72952052527	1416.81335997559
Gykl1	0	0	0	0	0	0	0	0
Gypa	111.879052397686	34.0600135161394	21.0711868999076	33.3196866825036	33.7516589875967	10.4002966556824	21.2266214701329	80.902975587471
